"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59"
"1",0,3.66215316732321e-162,6.69047683412001e-157,1.47214000536193e-143,2.60485278447114e-125,5.66864227072785e-105,5.84241096285071e-85,1.83821338834357e-67,5.95552169043843e-53,3.29719239769991e-40,2.69876558617088e-28,5.69722188893289e-17,2.30352655942222e-07,0.121416121178105,0.873245503108657,0.0356049672916616,8.4443613962105e-10,1.15540727639307e-15,2.29410404881675e-21,1.49517567447922e-26,6.32054152747097e-31,1.09725074213344e-33,5.04571612047517e-34,7.58566989483399e-32,1.62855517574448e-27,6.62287149196535e-22,5.18342632895042e-16,1.88708046846007e-10,8.08675072198655e-06,0.0135699232709063,0.495518423764788,0.986557873373689,0.998050631868656,0.998036139997124,0.998049430296001,0.998031737244495,0.997961960007059,0.998021958402999,0.997868357684306,0.992189372925023,0.479182913501483,1.25299613249159e-06,5.98131065304377e-16,5.21300936555513e-27,4.99383855066053e-40,1.03232151804417e-52,2.47838316809031e-62,7.6228687038615e-66,4.68370267209392e-62,1.78973697781366e-53,2.90822230890886e-43,2.26358962733363e-33,2.30718617769042e-25,2.0345591507589e-20,1.6661065906831e-19,1.64527605915691e-21,5.22726111106017e-23,7.00852581035743e-45,7.77553803693154e-17
"2",0,0.000123169048279873,0.000173022963015094,0.000317220008795801,0.000783835212591376,0.00223049594780617,0.00545903866158365,0.00822099334252009,0.00644308983786851,0.00330189111357498,0.00152557025803526,0.000760391752075227,0.000477484671883444,0.000424703620180538,0.000610986565234223,0.00214049049483846,0.0367990818745009,0.873288054566719,0.997423901935562,0.76108216694183,0.038299626748664,0.000128718090702723,2.17591172748301e-05,1.22600160088779e-05,2.42616652602184e-05,0.000144848625022723,0.00223369402461597,0.0685563334083892,0.788564579284784,0.999558589051621,0.964482583173018,0.525818391591337,0.0318597647436195,0.00131943826753594,0.00101620256482357,0.00113405811722651,0.00167508327995733,0.00372915387330508,0.0155419109467227,0.136922468279632,0.881947753142134,0.999510921678161,0.988961927675964,0.817595847309708,0.189864451849401,0.00150828390285792,0.000265045986236716,0.000149354224749256,0.000205271799145783,0.000625806308420927,0.00376738653501084,0.0399426141749133,0.423522596064441,0.988156212309288,0.998945867419228,0.941266276188722,0.459833085047894,0.0151976047637707,0.000511617283562118
"3",0,6.44722309991769e-11,4.74189219433603e-09,1.68084512009353e-07,1.4147735076981e-06,4.89892359603217e-06,1.34160272070011e-05,3.89786576639853e-05,0.000145959086989572,0.00058396460817749,0.00199223655920721,0.00586078482318948,0.0161720095522908,0.0500748905076714,0.180919295304947,0.693025078147725,0.990066446206536,0.991766200023134,0.718822762290794,0.00348030180152489,1.52612575223454e-06,3.13795684485238e-08,2.02960379629824e-09,7.66224227382753e-10,2.18267011801202e-09,3.04920829403552e-08,1.08942396635368e-06,5.62209505396921e-05,0.00242282547092707,0.0573151450918895,0.422554531937974,0.965939850811863,0.998454928262778,0.998446292946358,0.998455930365141,0.998406174674237,0.998259851178133,0.998164936195594,0.99829034371442,0.998455668627963,0.997957337210305,0.995061972466461,0.979211106061917,0.893525903870101,0.477047543428522,0.0143874175637283,0.000115698127680494,0.000126711651617841,0.00950404077887816,0.172154363486577,0.341218999209083,0.560122846484358,0.8998382478259,0.994749643283297,0.998379515930619,0.998448935491752,0.997421798168867,0.983047988862369,0.71443077675783
"4",0,3.7934326998004e-63,1.08229523075769e-52,4.65028785662334e-43,1.35754502859149e-35,9.94290422723544e-30,9.46282875175893e-25,4.43224763986524e-21,2.13079450418496e-18,1.41338849485381e-15,8.74707414524275e-12,1.61452085761104e-06,0.120802094981526,0.840416907416506,0.00591515493578412,1.74260049729917e-12,7.13310157301958e-17,5.28859651040076e-19,1.59346059537502e-20,1.28535495776599e-20,3.53862926480637e-19,8.90206578003109e-19,1.22512764490774e-20,1.77953703665508e-22,1.54181747861334e-22,2.88100283126713e-22,1.41451056092296e-22,1.11360565361338e-22,3.65731292518741e-22,5.02054395064606e-21,4.27975741124675e-19,2.70699214260735e-16,7.46839214660361e-13,2.08335217898469e-09,2.24255674532572e-06,0.00162234597936611,0.40806104232244,0.996740789593881,0.99889747017273,0.998884053916555,0.998693090178002,0.99848367187245,0.998479358551584,0.99857987700745,0.99868331724811,0.998770154904149,0.998823270668228,0.998839579315503,0.998815918057976,0.998711308858354,0.998371240172358,0.997187876315167,0.99132224097192,0.927542702069967,0.157783032096021,5.63510386806254e-06,2.21577714977608e-10,6.59559155885791e-16,2.51318589256332e-23
"5",0,9.89169792899783e-10,9.81421010097252e-09,2.09730774955708e-07,5.83861556235668e-06,0.000141470833156999,0.00228416574205687,0.0196062455782415,0.0848954688918768,0.222025617703285,0.624164180255172,0.95371492690248,0.997864390394435,0.999563987545429,0.997243783653853,0.98438963665159,0.944074794959578,0.878478562946908,0.00227837309312807,0.000168680424509217,4.653423015577e-06,5.17496288989662e-07,4.94739028965774e-07,8.37555640586831e-07,2.54908879993148e-06,1.90338899333794e-05,0.000255597699177978,0.0041703778737317,0.0595693805993415,0.422057475081667,0.979144970624569,0.999654909475468,0.999842816392065,0.999873854690528,0.999840069904183,0.999715315324348,0.999368915145613,0.998345431932225,0.995086997231178,0.984967692266274,0.956170643031047,0.884160417843398,0.668217924378665,0.172492256349957,0.00875578236791822,0.00156811609361778,0.00073776280809467,0.000385616301982924,0.000233920909766911,0.000177949442378263,0.00018388315578427,0.000270369954386034,0.000602968291993024,0.00224823111128638,0.014697203667203,0.149863783119144,0.875099181023402,0.9998542699836,0.999996101588148
"6",0,2.18050229211113e-12,3.67478634504221e-10,6.53525755708679e-08,6.61279064131815e-06,0.000234081844657467,0.00243835790393902,0.00688995302433687,0.00559000690525582,0.00176349308769423,0.00030406825879974,3.87818777415542e-05,6.43131600113602e-06,2.93293061136267e-06,6.96761965359636e-06,0.000132571991112778,0.0118566865654373,0.502996393111709,0.941778206600548,0.0501525868086079,1.42138265160241e-07,6.87459901481362e-12,7.40889035085289e-16,2.45782258945545e-18,1.27586477362422e-18,5.59422365314373e-17,4.10735514794605e-14,8.15040700097228e-11,9.73729236101539e-08,3.89707908331471e-05,0.00398165112907645,0.081086958162663,0.348818135754958,0.859564414200654,0.989058635664863,0.989982059212879,0.98678020839679,0.983590349204603,0.984312628277371,0.988281862089269,0.990895956965556,0.988852244359604,0.976233175700829,0.919781120309318,0.686886720682593,0.0991140295082996,0.00147629710244454,0.000836996040771723,0.0014338150328383,0.00592308075111683,0.0372522789408855,0.199028356418189,0.688967083370052,0.975054895128765,0.959719199890886,0.519398580344806,0.00147281148257387,9.57399253734672e-07,8.67127682320417e-09
"7",0,2.73126135167827e-43,1.39386035432786e-39,2.03035612633195e-36,1.95890306130889e-34,6.63904220429703e-33,5.09263603378275e-31,9.11504669753124e-29,8.46734298866893e-26,6.03291256321202e-22,6.27893917592763e-17,6.62693242438306e-10,0.00318900685909552,0.780032169570907,0.968414249625079,1.67991685154736e-06,9.51713677483953e-09,1.79632578508899e-07,1.13758788595688e-06,2.78494169518696e-05,0.00072242523154918,0.0081275452894307,0.0632262739601049,0.266734601540279,0.758273442476047,0.981643281329766,0.997274288792726,0.997624156468352,0.997955907341867,0.998280883014934,0.998560375557341,0.998667919957042,0.998641093844697,0.998740171084615,0.99819867151356,0.998050729013849,0.998510571623216,0.996918381723908,0.998722307008446,0.995154718500306,0.992733295496229,0.990616553792873,0.966898235974895,0.803138490025963,0.055425124971364,3.04122774290699e-05,7.17144556225889e-07,4.67608807642383e-08,7.15789964777537e-09,1.91710138923648e-09,5.07768842886089e-10,1.11141562469055e-10,1.77994603689094e-11,7.34386419947547e-13,4.25451481398094e-15,5.70321740470374e-17,1.12651380782585e-17,2.36205488078519e-19,8.9605148033435e-24
"8",0,7.11652994689999e-06,1.03328073785447e-05,1.70368111513696e-05,3.18128536170571e-05,6.84255219580337e-05,0.000172457636010705,0.000423231433364232,0.000911774287056244,0.00292846575817806,0.0246136487790458,0.29131048106354,0.987517705132005,0.999997850071177,0.999841946584881,0.965683232554511,0.735094855123382,0.110259421854731,0.00213825142650444,0.000681802049709294,0.000397560566407518,0.000280720926662373,0.000245493048058173,0.000252641796998678,0.000309303192350542,0.000475400776526865,0.000956466464551428,0.00271077008530372,0.0112349409268101,0.060481346385568,0.295443236220877,0.926570696245132,0.999337535890655,0.99983946338067,0.99992557217811,0.99996022396265,0.999979197097661,0.999990933301904,0.999997135164673,0.999999208956333,0.999997557047316,0.999974848574838,0.999716115752185,0.997097057593832,0.977026038007208,0.875909910660392,0.366665435349128,0.0149151642351968,0.000536247311084711,0.00029792300848565,0.000192938890009852,0.000134717070254418,9.55830981646454e-05,6.81718437260343e-05,4.89516076621448e-05,3.53253664240909e-05,2.56283799603236e-05,1.8607665552009e-05,1.34991528739278e-05
"9",0,0.112789610951857,0.190551467711521,0.260216684358132,0.462577362546907,0.744150791208202,0.912542759723658,0.973839745218451,0.992068166023515,0.997093771554689,0.998172483303124,0.998798363261955,0.997598894697266,0.99687356991664,0.996693833821626,0.938262807826773,0.996278750888233,0.998312653035797,0.0112220710334679,3.06602583857279e-32,4.72488076566578e-81,3.79947860384762e-48,1.51544178119206e-19,1.25843720249786e-05,3.29395219550163e-07,9.58457217816947e-24,2.75318435774384e-36,6.79877822489782e-34,5.01083661167308e-19,2.84347668678198e-10,1.85774062646781e-13,2.90315124399432e-20,1.34638893335043e-15,2.45709187749867e-08,2.36984927899099e-20,1.85724937455311e-07,7.54811118107422e-05,0.000108087931715101,0.0202684420626731,0.315811288306885,0.762260737892687,0.925600918024496,0.95389364856492,0.966142911990168,0.990930105460907,0.997043250070575,0.998111195098205,0.997555376468127,0.998058186390255,0.99849429252784,0.998589419438891,0.998671441588689,0.998758067550997,0.998878990713492,0.998966591869921,0.998897751139536,0.998782877818132,0.998060331768759,0.99889106730938
"10",0,0,0,0,0,0,0,0,0,0,7.98197661040903e-281,3.70010488051297e-224,2.22638918725585e-166,4.44410780712004e-112,1.22810092894846e-65,4.8028167248009e-29,1.9258850638993e-06,0.817217025800097,8.17935802225797e-05,3.630354044585e-15,1.38670058810374e-16,3.79245671247986e-13,3.23111177472856e-09,1.32474130764836e-07,1.63312884439816e-09,3.5549619045652e-14,8.55832523462056e-20,1.77197592284222e-24,3.05053240757694e-26,1.35251688872503e-25,5.38838515710602e-24,1.75164733326878e-21,2.90514525679805e-18,1.09655817343118e-14,5.40006319027407e-11,8.17954132284704e-08,1.90983987838586e-05,0.00113148547359419,0.0247554369274326,0.208758222208368,0.883104622796779,0.997892263850912,0.998999150305808,0.999043177875772,0.998752356176381,0.998205472743152,0.997986278592768,0.998506269296883,0.999012484941427,0.998971235883576,0.998513246691151,0.998424321858355,0.999014652438602,0.997364222444879,0.0731295662423978,2.22902753471751e-16,7.68105086631097e-46,1.58589099139969e-100,7.33147008898583e-186
